index,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
838,2023-02-10,Miami Heat,Houston Rockets,220.5,12.0,-650,480,192,2
839,2023-02-10,Portland Trail Blazers,Oklahoma City Thunder,239.5,2.5,-138,118,267,-9
840,2023-02-10,New Orleans Pelicans,Cleveland Cavaliers,221.5,-3.0,126,-148,225,-11
841,2023-02-10,Sacramento Kings,Dallas Mavericks,232.5,4.5,-186,156,236,-8
842,2023-02-10,Los Angeles Clippers,Milwaukee Bucks,228.5,-2.5,120,-142,225,-13
843,2023-02-11,Brooklyn Nets,Philadelphia 76ers,223.5,-2.0,110,-130,199,-3
844,2023-02-11,Washington Wizards,Indiana Pacers,237.0,5.5,-220,184,240,14
845,2023-02-11,Orlando Magic,Miami Heat,213.5,-2.0,114,-134,210,-4
846,2023-02-11,Charlotte Hornets,Denver Nuggets,237.0,-7.0,225,-275,224,-14
847,2023-02-11,Atlanta Hawks,San Antonio Spurs,241.0,13.0,-720,520,231,19
848,2023-02-11,New York Knicks,Utah Jazz,230.5,5.5,-220,184,246,6
849,2023-02-11,Cleveland Cavaliers,Chicago Bulls,220.5,6.5,-255,210,186,8
850,2023-02-11,Golden State Warriors,Los Angeles Lakers,235.5,5.5,-215,180,212,-6
851,2023-02-11,Sacramento Kings,Dallas Mavericks,238.0,-2.0,110,-130,261,5
852,2023-02-12,Boston Celtics,Memphis Grizzlies,225.0,3.5,-154,130,228,10
853,2023-02-12,Toronto Raptors,Detroit Pistons,225.0,11.0,-550,410,237,1
854,2023-02-13,Charlotte Hornets,Atlanta Hawks,241.5,-6.0,176,-210,282,6
855,2023-02-13,Indiana Pacers,Utah Jazz,242.0,0.5,-110,-106,240,-6
856,2023-02-13,Philadelphia 76ers,Houston Rockets,226.5,14.0,-1000,660,227,19
857,2023-02-13,Cleveland Cavaliers,San Antonio Spurs,225.5,16.0,-1200,750,226,8
858,2023-02-13,New York Knicks,Brooklyn Nets,218.5,3.0,-148,126,230,18
859,2023-02-13,Miami Heat,Denver Nuggets,217.5,1.0,-116,-102,220,-4
860,2023-02-13,Oklahoma City Thunder,New Orleans Pelicans,235.0,3.0,-154,130,203,-3
861,2023-02-13,Chicago Bulls,Orlando Magic,225.0,4.0,-176,148,191,-9
862,2023-02-13,Dallas Mavericks,Minnesota Timberwolves,232.0,6.0,-235,194,245,-3
863,2023-02-13,Portland Trail Blazers,Los Angeles Lakers,239.0,2.0,-124,106,242,12
864,2023-02-13,Golden State Warriors,Washington Wizards,233.5,4.0,-168,142,261,9
865,2023-02-14,Toronto Raptors,Orlando Magic,221.0,7.5,-300,245,236,10
866,2023-02-14,Milwaukee Bucks,Boston Celtics,226.5,9.5,-480,370,256,6
867,2023-02-14,Phoenix Suns,Sacramento Kings,234.5,2.5,-138,118,229,11
868,2023-02-14,Portland Trail Blazers,Washington Wizards,236.5,-1.5,102,-118,227,-25
869,2023-02-14,Los Angeles Clippers,Golden State Warriors,229.5,8.0,-335,270,258,10
870,2023-02-15,Charlotte Hornets,San Antonio Spurs,243.5,5.0,-200,168,230,10
871,2023-02-15,Indiana Pacers,Chicago Bulls,227.5,3.0,-148,126,230,4
872,2023-02-15,Boston Celtics,Detroit Pistons,227.5,12.0,-670,490,236,18
873,2023-02-15,Brooklyn Nets,Miami Heat,211.0,1.5,-126,108,221,11
874,2023-02-15,Philadelphia 76ers,Cleveland Cavaliers,217.0,2.0,-134,114,230,6
875,2023-02-15,Atlanta Hawks,New York Knicks,233.5,4.0,-164,138,223,-21
876,2023-02-15,Memphis Grizzlies,Utah Jazz,237.5,11.5,-650,480,228,6
877,2023-02-15,Oklahoma City Thunder,Houston Rockets,234.5,9.5,-420,330,229,37
878,2023-02-15,Denver Nuggets,Dallas Mavericks,229.0,6.5,-255,215,227,9
879,2023-02-15,Los Angeles Lakers,New Orleans Pelicans,235.0,4.5,-198,166,222,18
880,2023-02-16,Chicago Bulls,Milwaukee Bucks,229.5,-8.0,270,-335,212,-12
881,2023-02-16,Minnesota Timberwolves,Washington Wizards,233.0,3.5,-158,134,220,-8
882,2023-02-16,Phoenix Suns,Los Angeles Clippers,222.0,1.0,-112,-104,223,-9
883,2023-02-23,Orlando Magic,Detroit Pistons,229.5,8.0,-330,265,214,2
884,2023-02-23,Indiana Pacers,Boston Celtics,233.5,-8.5,275,-340,280,-4
885,2023-02-23,Cleveland Cavaliers,Denver Nuggets,224.0,3.0,-154,130,224,-6
886,2023-02-23,Toronto Raptors,New Orleans Pelicans,227.5,4.5,-190,160,225,5
887,2023-02-23,Philadelphia 76ers,Memphis Grizzlies,228.5,3.5,-166,130,215,5
888,2023-02-23,Dallas Mavericks,San Antonio Spurs,239.5,14.0,-1100,700,258,26
889,2023-02-23,Utah Jazz,Oklahoma City Thunder,239.5,1.0,-118,100,239,1
890,2023-02-23,Sacramento Kings,Portland Trail Blazers,234.5,11.0,-600,450,249,17
891,2023-02-23,Los Angeles Lakers,Golden State Warriors,238.5,6.5,-270,215,235,13
892,2023-02-24,Washington Wizards,New York Knicks,227.0,1.0,-110,-106,224,-6
893,2023-02-24,Atlanta Hawks,Cleveland Cavaliers,228.5,-2.5,122,-156,255,17
894,2023-02-24,Milwaukee Bucks,Miami Heat,223.5,5.5,-210,176,227,29
895,2023-02-24,Chicago Bulls,Brooklyn Nets,222.5,1.5,-120,102,218,44
896,2023-02-24,Minnesota Timberwolves,Charlotte Hornets,240.5,7.0,-295,240,234,-8
897,2023-02-24,Phoenix Suns,Oklahoma City Thunder,227.0,9.0,-370,295,239,9
898,2023-02-24,Golden State Warriors,Houston Rockets,230.5,8.5,-390,310,217,15
899,2023-02-24,Los Angeles Clippers,Sacramento Kings,239.5,6.5,-270,220,351,-1
900,2023-02-25,Detroit Pistons,Toronto Raptors,228.5,-7.5,260,-320,186,-4
901,2023-02-25,Orlando Magic,Indiana Pacers,230.5,3.0,-154,130,229,-13
902,2023-02-25,Charlotte Hornets,Miami Heat,227.5,-6.5,205,-255,211,5
903,2023-02-25,New York Knicks,New Orleans Pelicans,223.5,4.0,-186,156,234,22
904,2023-02-25,Memphis Grizzlies,Denver Nuggets,235.5,3.0,-148,126,206,18
905,2023-02-25,Philadelphia 76ers,Boston Celtics,225.5,-1.5,-102,-116,217,-3
906,2023-02-25,Utah Jazz,San Antonio Spurs,241.0,10.5,-550,410,220,16
907,2023-02-26,Milwaukee Bucks,Phoenix Suns,231.5,3.5,-158,134,205,3
908,2023-02-26,Atlanta Hawks,Brooklyn Nets,234.0,6.5,-270,220,256,2
909,2023-02-26,Dallas Mavericks,Los Angeles Lakers,236.5,4.5,-180,152,219,-3
910,2023-02-26,Chicago Bulls,Washington Wizards,223.5,5.5,-225,190,184,20
911,2023-02-26,Cleveland Cavaliers,Toronto Raptors,218.5,7.5,-295,240,211,25
912,2023-02-26,Oklahoma City Thunder,Sacramento Kings,239.5,-4.0,152,-180,239,-9
913,2023-02-26,Golden State Warriors,Minnesota Timberwolves,237.0,2.0,-134,108,213,5
914,2023-02-26,Portland Trail Blazers,Houston Rockets,230.5,9.5,-405,320,245,17
915,2023-02-26,Denver Nuggets,Los Angeles Clippers,236.5,4.0,-178,150,258,10
916,2023-02-27,Charlotte Hornets,Detroit Pistons,233.5,7.5,-290,235,223,11
917,2023-02-27,Philadelphia 76ers,Miami Heat,217.0,5.5,-220,184,200,-2
918,2023-02-27,New York Knicks,Boston Celtics,224.5,-2.0,114,-134,203,15
919,2023-02-27,New Orleans Pelicans,Orlando Magic,229.5,5.0,-215,180,194,-8
920,2023-02-28,Brooklyn Nets,Milwaukee Bucks,232.0,-6.5,220,-270,222,-14
921,2023-02-28,Toronto Raptors,Chicago Bulls,218.5,3.5,-156,132,202,6
922,2023-02-28,Atlanta Hawks,Washington Wizards,233.5,7.5,-270,220,235,-3
923,2023-02-28,Memphis Grizzlies,Los Angeles Lakers,229.5,9.0,-390,310,230,12
924,2023-02-28,Oklahoma City Thunder,Sacramento Kings,231.0,-2.5,118,-138,240,-6
925,2023-02-28,Houston Rockets,Denver Nuggets,232.5,-12.0,520,-720,245,-21
926,2023-02-28,Dallas Mavericks,Indiana Pacers,236.0,9.0,-360,290,246,-2
927,2023-02-28,Utah Jazz,San Antonio Spurs,235.5,9.5,-460,360,196,-8
928,2023-02-28,Los Angeles Clippers,Minnesota Timberwolves,231.5,6.5,-245,200,209,-7
929,2023-02-28,Golden State Warriors,Portland Trail Blazers,234.0,5.0,-190,160,228,18
930,2023-03-01,Charlotte Hornets,Phoenix Suns,227.5,-10.5,420,-560,196,-14
931,2023-03-01,Detroit Pistons,Chicago Bulls,222.5,-7.0,215,-260,232,-2
932,2023-03-01,New York Knicks,Brooklyn Nets,223.5,8.0,-330,265,260,24
933,2023-03-01,Boston Celtics,Cleveland Cavaliers,219.0,5.0,-190,160,230,4
934,2023-03-01,Miami Heat,Philadelphia 76ers,216.5,4.0,-174,146,215,-23
935,2023-03-01,Milwaukee Bucks,Orlando Magic,229.0,8.5,-360,290,256,22
936,2023-03-01,Oklahoma City Thunder,Los Angeles Lakers,228.5,3.0,-154,130,240,-6
937,2023-03-01,Houston Rockets,Memphis Grizzlies,231.5,-10.5,385,-500,212,-14
938,2023-03-01,Portland Trail Blazers,New Orleans Pelicans,235.0,3.0,-146,124,231,-11
939,2023-03-02,Washington Wizards,Toronto Raptors,221.5,-1.5,-102,-120,227,11
940,2023-03-02,Dallas Mavericks,Philadelphia 76ers,229.0,3.0,-154,130,259,7
941,2023-03-02,San Antonio Spurs,Indiana Pacers,234.5,-4.5,152,-196,209,11
942,2023-03-02,Golden State Warriors,Los Angeles Clippers,231.5,-2.5,114,-134,206,24
943,2023-03-03,Charlotte Hornets,Orlando Magic,225.0,-4.0,144,-172,223,-11
944,2023-03-03,Atlanta Hawks,Portland Trail Blazers,242.0,8.0,-320,260,240,18
945,2023-03-03,Boston Celtics,Brooklyn Nets,227.5,10.0,-500,380,220,-10
946,2023-03-03,Oklahoma City Thunder,Utah Jazz,230.5,1.5,-118,100,233,27
947,2023-03-03,Miami Heat,New York Knicks,216.5,1.5,-116,-102,242,-2
948,2023-03-03,Chicago Bulls,Phoenix Suns,224.5,-3.5,146,-174,229,-21
949,2023-03-03,Sacramento Kings,Los Angeles Clippers,239.5,7.0,-290,235,255,1
950,2023-03-03,Golden State Warriors,New Orleans Pelicans,232.0,5.0,-200,168,207,9
951,2023-03-03,Denver Nuggets,Memphis Grizzlies,234.5,5.5,-220,184,210,16
952,2023-03-03,Los Angeles Lakers,Minnesota Timberwolves,226.5,-0.5,-104,-112,212,-8
953,2023-03-04,Washington Wizards,Toronto Raptors,222.5,-2.5,122,-144,225,-7
954,2023-03-04,Cleveland Cavaliers,Detroit Pistons,218.5,15.5,-2200,870,204,24
955,2023-03-04,San Antonio Spurs,Houston Rockets,230.5,-1.5,102,-120,232,-12
956,2023-03-04,Miami Heat,Atlanta Hawks,227.0,2.5,-134,114,226,8
957,2023-03-04,Milwaukee Bucks,Philadelphia 76ers,232.5,5.0,-198,166,263,-3
958,2023-03-04,Sacramento Kings,Minnesota Timberwolves,237.5,4.0,-172,144,272,-4
959,2023-03-05,Dallas Mavericks,Phoenix Suns,234.0,-2.0,108,-126,256,-4
960,2023-03-05,Los Angeles Lakers,Golden State Warriors,235.5,-5.5,200,-265,218,8
961,2023-03-05,Chicago Bulls,Indiana Pacers,227.0,5.5,-220,184,247,-3
962,2023-03-05,Brooklyn Nets,Charlotte Hornets,230.0,8.0,-330,265,188,16
963,2023-03-05,Orlando Magic,Portland Trail Blazers,231.5,3.0,-142,120,241,-3
964,2023-03-05,Houston Rockets,San Antonio Spurs,235.5,4.5,-188,146,252,32
965,2023-03-05,Oklahoma City Thunder,Utah Jazz,236.0,6.5,-250,205,248,10
966,2023-03-05,Washington Wizards,Milwaukee Bucks,233.5,-5.5,200,-265,228,-6
967,2023-03-05,Boston Celtics,New York Knicks,225.5,6.5,-255,215,260,-2
968,2023-03-05,Los Angeles Clippers,Memphis Grizzlies,228.5,7.5,-330,265,264,6
969,2023-03-06,Detroit Pistons,Portland Trail Blazers,230.5,-4.5,166,-198,214,-6
970,2023-03-06,Cleveland Cavaliers,Boston Celtics,218.5,7.5,-320,260,232,4
971,2023-03-06,Indiana Pacers,Philadelphia 76ers,235.5,-6.5,210,-255,290,-4
972,2023-03-06,Miami Heat,Atlanta Hawks,230.5,2.5,-136,106,258,2
973,2023-03-06,Denver Nuggets,Toronto Raptors,229.0,6.5,-240,198,231,5
974,2023-03-06,Sacramento Kings,New Orleans Pelicans,234.5,4.5,-198,166,231,15
975,2023-03-07,Detroit Pistons,Washington Wizards,222.5,-10.5,440,-720,236,-2
976,2023-03-07,Orlando Magic,Milwaukee Bucks,227.5,-2.5,118,-150,257,-11
977,2023-03-07,Minnesota Timberwolves,Philadelphia 76ers,227.0,3.0,-152,128,211,-23
978,2023-03-07,New York Knicks,Charlotte Hornets,225.5,10.0,-460,360,217,-7
979,2023-03-07,Houston Rockets,Brooklyn Nets,230.5,-6.5,210,-255,214,-22
980,2023-03-07,Oklahoma City Thunder,Golden State Warriors,244.5,-3.5,132,-170,265,9
981,2023-03-07,Dallas Mavericks,Utah Jazz,236.0,11.0,-590,430,236,4
982,2023-03-07,Los Angeles Lakers,Memphis Grizzlies,224.0,-1.5,102,-120,215,9
983,2023-03-08,Washington Wizards,Atlanta Hawks,236.5,-4.5,154,-184,242,-2
984,2023-03-08,Boston Celtics,Portland Trail Blazers,231.0,10.0,-450,350,208,22
985,2023-03-08,Miami Heat,Cleveland Cavaliers,215.5,-1.0,-102,-116,204,-4
986,2023-03-08,New Orleans Pelicans,Dallas Mavericks,231.5,-1.5,106,-136,219,7
987,2023-03-08,Denver Nuggets,Chicago Bulls,225.5,9.0,-360,290,213,-21
988,2023-03-08,Phoenix Suns,Oklahoma City Thunder,232.0,11.5,-590,440,233,31
989,2023-03-08,Los Angeles Clippers,Toronto Raptors,231.5,2.5,-162,126,208,8
990,2023-03-09,Detroit Pistons,Charlotte Hornets,223.5,-2.5,120,-154,216,-10
991,2023-03-09,Orlando Magic,Utah Jazz,232.5,3.5,-170,132,255,-7
992,2023-03-09,Indiana Pacers,Houston Rockets,235.5,10.5,-590,390,259,9
993,2023-03-09,Memphis Grizzlies,Golden State Warriors,236.0,-3.0,128,-152,241,21
994,2023-03-09,Milwaukee Bucks,Brooklyn Nets,233.5,10.0,-500,385,231,5
995,2023-03-09,Sacramento Kings,New York Knicks,240.0,2.0,-130,110,239,5
996,2023-03-10,Philadelphia 76ers,Portland Trail Blazers,235.5,7.5,-370,265,239,1
997,2023-03-10,Washington Wizards,Atlanta Hawks,236.5,-0.5,-106,-120,221,-7
998,2023-03-10,San Antonio Spurs,Denver Nuggets,237.0,-12.5,530,-750,248,8
999,2023-03-10,Minnesota Timberwolves,Brooklyn Nets,226.0,4.5,-180,152,247,-1
1000,2023-03-10,Miami Heat,Cleveland Cavaliers,211.5,3.0,-148,126,234,4
1001,2023-03-10,Los Angeles Lakers,Toronto Raptors,224.5,-3.0,128,-152,234,10
1002,2023-03-11,Los Angeles Clippers,New York Knicks,227.0,5.0,-205,172,201,11
1003,2023-03-11,Charlotte Hornets,Utah Jazz,228.5,-2.5,112,-142,230,-8
1004,2023-03-11,Detroit Pistons,Indiana Pacers,226.5,-4.5,146,-188,236,-6
1005,2023-03-11,Orlando Magic,Miami Heat,222.0,-2.5,120,-142,240,12
1006,2023-03-11,Atlanta Hawks,Boston Celtics,239.0,-5.0,162,-194,259,-9
1007,2023-03-11,Houston Rockets,Chicago Bulls,223.5,-7.5,250,-310,230,-8
1008,2023-03-11,Memphis Grizzlies,Dallas Mavericks,221.5,8.5,-310,250,220,4
1009,2023-03-11,New Orleans Pelicans,Oklahoma City Thunder,231.5,1.5,-125,-102,206,-14
1010,2023-03-11,Golden State Warriors,Milwaukee Bucks,240.5,4.5,-215,164,241,9
1011,2023-03-11,Phoenix Suns,Sacramento Kings,240.0,3.5,-166,140,247,-9
1012,2023-03-12,Denver Nuggets,Brooklyn Nets,227.5,9.5,-405,320,242,-2
1013,2023-03-12,Charlotte Hornets,Cleveland Cavaliers,219.5,-11.5,450,-720,222,-6
1014,2023-03-12,Philadelphia 76ers,Washington Wizards,225.5,7.5,-330,240,205,19
1015,2023-03-12,New Orleans Pelicans,Portland Trail Blazers,218.5,4.5,-194,150,237,17
1016,2023-03-12,San Antonio Spurs,Oklahoma City Thunder,237.5,-4.5,144,-186,192,-12
1017,2023-03-12,Los Angeles Lakers,New York Knicks,226.5,2.5,-142,120,220,-4
1018,2023-03-13,Detroit Pistons,Indiana Pacers,224.5,-2.5,122,-156,214,20
1019,2023-03-13,Atlanta Hawks,Minnesota Timberwolves,241.5,4.5,-190,160,251,-21
1020,2023-03-13,Dallas Mavericks,Memphis Grizzlies,219.5,-4.5,162,-210,192,-16
1021,2023-03-13,Miami Heat,Utah Jazz,226.0,8.5,-360,290,234,4
1022,2023-03-13,Houston Rockets,Boston Celtics,232.5,-13.0,570,-820,220,2
1023,2023-03-13,Sacramento Kings,Milwaukee Bucks,246.5,-3.5,132,-170,257,-9
1024,2023-03-13,Golden State Warriors,Phoenix Suns,236.5,5.5,-250,190,235,11
1025,2023-03-14,Charlotte Hornets,Cleveland Cavaliers,216.5,-5.5,176,-230,224,-16
1026,2023-03-14,Washington Wizards,Detroit Pistons,222.5,14.5,-1200,630,214,20
1027,2023-03-14,Toronto Raptors,Denver Nuggets,228.5,-1.5,102,-130,235,15
1028,2023-03-14,San Antonio Spurs,Orlando Magic,231.5,-5.5,200,-265,246,18
1029,2023-03-14,New Orleans Pelicans,Los Angeles Lakers,227.5,1.5,-130,110,231,-15
1030,2023-03-14,Oklahoma City Thunder,Brooklyn Nets,232.5,1.5,-125,-102,228,14
1031,2023-03-14,Portland Trail Blazers,New York Knicks,229.0,-3.0,130,-154,230,-16
1032,2023-03-14,Phoenix Suns,Milwaukee Bucks,231.5,-1.5,-102,-128,220,-12
1033,2023-03-15,Cleveland Cavaliers,Philadelphia 76ers,221.5,-2.5,120,-142,227,-9
1034,2023-03-15,Miami Heat,Memphis Grizzlies,218.5,3.5,-174,136,257,19
1035,2023-03-15,Houston Rockets,Los Angeles Lakers,233.0,-2.5,122,-144,224,4
1036,2023-03-15,Minnesota Timberwolves,Boston Celtics,231.5,-4.0,138,-166,206,-2
1037,2023-03-15,Chicago Bulls,Sacramento Kings,237.0,-1.0,100,-118,231,-3
1038,2023-03-15,San Antonio Spurs,Dallas Mavericks,225.5,-4.5,154,-200,265,-9
1039,2023-03-15,Los Angeles Clippers,Golden State Warriors,234.5,3.0,-156,132,260,8
1040,2023-03-16,Detroit Pistons,Denver Nuggets,230.5,-15.0,810,-1350,219,-19
1041,2023-03-16,Brooklyn Nets,Sacramento Kings,238.5,3.5,-160,124,197,-5
1042,2023-03-16,Toronto Raptors,Oklahoma City Thunder,230.5,6.5,-290,215,239,17
1043,2023-03-16,Milwaukee Bucks,Indiana Pacers,236.0,12.0,-770,540,262,-16
1044,2023-03-16,Phoenix Suns,Orlando Magic,228.5,10.5,-620,400,229,3
1045,2023-03-17,Charlotte Hornets,Philadelphia 76ers,229.5,-9.5,320,-460,203,-39
1046,2023-03-17,Atlanta Hawks,Golden State Warriors,250.5,-3.5,142,-184,246,8
1047,2023-03-17,Cleveland Cavaliers,Washington Wizards,221.5,5.5,-265,200,211,23
1048,2023-03-17,Houston Rockets,New Orleans Pelicans,228.0,-5.5,176,-210,226,2
1049,2023-03-17,San Antonio Spurs,Memphis Grizzlies,234.5,-8.5,300,-430,246,-6
1050,2023-03-17,Chicago Bulls,Minnesota Timberwolves,220.5,2.5,-140,110,270,8
1051,2023-03-17,Portland Trail Blazers,Boston Celtics,234.5,-6.5,200,-245,238,-14
1052,2023-03-17,Los Angeles Lakers,Dallas Mavericks,231.5,4.5,-194,150,221,-1
1053,2023-03-18,New York Knicks,Denver Nuggets,231.5,-1.0,-104,-112,226,6
1054,2023-03-18,Los Angeles Clippers,Orlando Magic,235.5,5.5,-250,190,221,-5
1055,2023-03-18,Toronto Raptors,Minnesota Timberwolves,222.5,9.5,-390,310,229,15
1056,2023-03-18,Indiana Pacers,Philadelphia 76ers,230.0,-4.5,162,-194,262,-20
1057,2023-03-18,Chicago Bulls,Miami Heat,216.5,-2.5,114,-134,212,14
1058,2023-03-18,Memphis Grizzlies,Golden State Warriors,235.5,-1.5,102,-130,252,14
1059,2023-03-18,Washington Wizards,Sacramento Kings,235.0,-4.5,160,-190,250,-14
1060,2023-03-18,Utah Jazz,Boston Celtics,233.0,-4.5,166,-198,235,1
1061,2023-03-19,Oklahoma City Thunder,Phoenix Suns,234.5,2.5,-148,116,244,4
1062,2023-03-19,Brooklyn Nets,Denver Nuggets,228.5,-3.0,128,-152,210,-6
1063,2023-03-19,San Antonio Spurs,Atlanta Hawks,245.5,-10.0,360,-460,244,8
1064,2023-03-19,Detroit Pistons,Miami Heat,219.5,-10.5,430,-670,212,-12
1065,2023-03-19,Houston Rockets,New Orleans Pelicans,224.5,-5.5,176,-235,224,-10
1066,2023-03-19,Milwaukee Bucks,Toronto Raptors,234.0,7.5,-295,240,229,7
1067,2023-03-19,Portland Trail Blazers,Los Angeles Clippers,236.5,-4.5,164,-196,219,-15
1068,2023-03-19,Los Angeles Lakers,Orlando Magic,227.5,6.5,-290,215,216,6
1069,2023-03-20,Philadelphia 76ers,Chicago Bulls,227.0,8.0,-320,260,214,-4
1070,2023-03-20,Charlotte Hornets,Indiana Pacers,235.5,-2.0,116,-136,224,6
1071,2023-03-20,New York Knicks,Minnesota Timberwolves,228.0,8.0,-350,280,274,-6
1072,2023-03-20,Memphis Grizzlies,Dallas Mavericks,227.5,4.0,-174,146,220,4
1073,2023-03-20,Houston Rockets,Golden State Warriors,234.0,-11.5,490,-670,229,-13
1074,2023-03-20,Utah Jazz,Sacramento Kings,240.0,-6.5,215,-260,248,8
1075,2023-03-21,Orlando Magic,Washington Wizards,224.0,1.5,-120,102,234,10
1076,2023-03-21,Atlanta Hawks,Detroit Pistons,237.5,13.5,-820,570,236,22
1077,2023-03-21,Brooklyn Nets,Cleveland Cavaliers,217.0,-4.0,144,-172,224,-6
1078,2023-03-21,New Orleans Pelicans,San Antonio Spurs,230.5,14.0,-950,640,203,35
1079,2023-03-21,Sacramento Kings,Boston Celtics,238.0,-5.0,172,-205,241,-23
1080,2023-03-21,Los Angeles Clippers,Oklahoma City Thunder,238.0,6.5,-260,215,201,-1
1081,2023-03-22,Washington Wizards,Denver Nuggets,225.5,-9.0,295,-370,222,-14
1082,2023-03-22,Dallas Mavericks,Golden State Warriors,235.5,-3.5,132,-154,252,-2
1083,2023-03-22,Miami Heat,New York Knicks,223.5,2.0,-126,108,247,7
1084,2023-03-22,Toronto Raptors,Indiana Pacers,232.0,9.0,-370,295,232,-4
1085,2023-03-22,Minnesota Timberwolves,Atlanta Hawks,241.5,3.5,-154,132,249,1
1086,2023-03-22,Memphis Grizzlies,Houston Rockets,232.0,12.0,-700,500,255,5
1087,2023-03-22,Chicago Bulls,Philadelphia 76ers,220.0,-1.5,108,-126,207,-25
1088,2023-03-22,Milwaukee Bucks,San Antonio Spurs,238.0,19.0,-2000,1040,224,36
1089,2023-03-22,Utah Jazz,Portland Trail Blazers,235.5,5.5,-210,176,242,-12
1090,2023-03-22,Los Angeles Lakers,Phoenix Suns,227.5,1.5,-122,104,233,11
1091,2023-03-23,Orlando Magic,New York Knicks,226.0,-2.5,120,-142,217,5
1092,2023-03-23,Brooklyn Nets,Cleveland Cavaliers,219.0,-3.5,136,-162,230,-2
1093,2023-03-23,New Orleans Pelicans,Charlotte Hornets,225.5,9.0,-420,330,211,19
1094,2023-03-23,Los Angeles Clippers,Oklahoma City Thunder,231.0,4.5,-200,168,232,22
1095,2023-03-24,Washington Wizards,San Antonio Spurs,228.5,9.0,-390,310,260,12
1096,2023-03-24,Boston Celtics,Indiana Pacers,236.5,11.0,-600,450,215,25
1097,2023-03-24,Toronto Raptors,Detroit Pistons,223.0,13.5,-820,570,215,21
1098,2023-03-24,Memphis Grizzlies,Houston Rockets,233.5,12.5,-750,530,265,37
1099,2023-03-24,Dallas Mavericks,Charlotte Hornets,229.0,16.0,-1200,750,226,-8
1100,2023-03-24,Utah Jazz,Milwaukee Bucks,233.5,-9.5,310,-390,260,-28
1101,2023-03-24,Portland Trail Blazers,Chicago Bulls,219.5,-7.5,240,-295,220,-28
1102,2023-03-24,Sacramento Kings,Phoenix Suns,239.0,4.5,-200,168,262,8
1103,2023-03-24,Golden State Warriors,Philadelphia 76ers,233.0,4.5,-186,156,232,8
1104,2023-03-24,Los Angeles Lakers,Oklahoma City Thunder,230.5,3.5,-164,138,227,5
1105,2023-03-25,Atlanta Hawks,Indiana Pacers,249.5,10.0,-480,370,273,13
1106,2023-03-25,Miami Heat,Brooklyn Nets,221.0,6.0,-235,194,229,-29
1107,2023-03-25,Denver Nuggets,Milwaukee Bucks,237.0,3.0,-154,130,235,23
1108,2023-03-25,Sacramento Kings,Utah Jazz,235.0,9.0,-405,320,234,8
1109,2023-03-25,Phoenix Suns,Philadelphia 76ers,224.5,1.0,-116,-102,230,20
1110,2023-03-25,Los Angeles Clippers,New Orleans Pelicans,224.5,5.0,-190,160,241,-21
1111,2023-03-26,Charlotte Hornets,Dallas Mavericks,232.0,-12.5,560,-800,214,6
1112,2023-03-26,Los Angeles Lakers,Chicago Bulls,224.0,5.0,-220,184,226,-10
1113,2023-03-26,Boston Celtics,San Antonio Spurs,231.5,17.0,-2000,1040,230,44
1114,2023-03-26,Cleveland Cavaliers,Houston Rockets,228.0,14.0,-1000,660,199,17
1115,2023-03-26,Toronto Raptors,Washington Wizards,220.5,10.0,-450,350,218,10
1116,2023-03-26,Orlando Magic,Brooklyn Nets,226.0,1.0,-112,-104,225,13
1117,2023-03-26,Atlanta Hawks,Memphis Grizzlies,248.0,-1.5,102,-120,242,-4
1118,2023-03-26,Portland Trail Blazers,Oklahoma City Thunder,232.5,-10.5,380,-490,230,-6
1119,2023-03-26,Golden State Warriors,Minnesota Timberwolves,242.0,5.5,-215,180,195,-3
1120,2023-03-27,Detroit Pistons,Milwaukee Bucks,226.5,-11.5,460,-620,243,-9
1121,2023-03-27,Indiana Pacers,Dallas Mavericks,238.0,-7.5,260,-320,231,-23
1122,2023-03-27,New York Knicks,Houston Rockets,228.5,13.0,-850,590,252,22
1123,2023-03-27,Utah Jazz,Phoenix Suns,234.5,-4.0,140,-166,220,-14
1124,2023-03-27,Denver Nuggets,Philadelphia 76ers,227.5,10.0,-480,370,227,5
1125,2023-03-27,Sacramento Kings,Minnesota Timberwolves,240.0,5.0,-215,180,234,-4
1126,2023-03-27,Portland Trail Blazers,New Orleans Pelicans,226.5,-12.0,490,-670,214,-34
1127,2023-03-27,Los Angeles Clippers,Chicago Bulls,220.0,4.5,-180,152,236,12
1128,2023-03-28,Washington Wizards,Boston Celtics,222.5,-11.0,420,-560,241,19
1129,2023-03-28,Toronto Raptors,Miami Heat,219.5,5.5,-250,190,198,14
1130,2023-03-28,Atlanta Hawks,Cleveland Cavaliers,239.0,3.0,-152,128,238,2
1131,2023-03-28,Memphis Grizzlies,Orlando Magic,229.0,6.5,-255,210,221,5
1132,2023-03-28,Oklahoma City Thunder,Charlotte Hornets,227.0,10.5,-500,385,271,-3
1133,2023-03-28,Golden State Warriors,New Orleans Pelicans,236.5,10.5,-720,450,229,11
1134,2023-03-29,Indiana Pacers,Milwaukee Bucks,237.0,-12.5,500,-700,285,-13
1135,2023-03-29,Brooklyn Nets,Houston Rockets,231.0,10.5,-590,430,237,9
1136,2023-03-29,New York Knicks,Miami Heat,225.0,5.5,-215,180,193,9
