index,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
1137,2023-03-29,Philadelphia 76ers,Dallas Mavericks,233.0,6.0,-235,194,224,8
1138,2023-03-29,San Antonio Spurs,Utah Jazz,234.5,-2.5,118,-138,245,-11
1139,2023-03-29,Memphis Grizzlies,Los Angeles Clippers,231.0,2.0,-134,114,273,-9
1140,2023-03-29,Oklahoma City Thunder,Detroit Pistons,228.5,9.0,-430,340,213,1
1141,2023-03-29,Chicago Bulls,Los Angeles Lakers,228.0,-3.5,144,-172,231,-11
1142,2023-03-29,Portland Trail Blazers,Sacramento Kings,235.5,-14.5,750,-1200,200,-40
1143,2023-03-29,Phoenix Suns,Minnesota Timberwolves,233.0,6.0,-255,210,207,7
1144,2023-03-30,Milwaukee Bucks,Boston Celtics,238.0,2.5,-136,116,239,-41
1145,2023-03-30,Denver Nuggets,New Orleans Pelicans,225.5,1.5,-126,108,195,-19
1146,2023-03-31,Philadelphia 76ers,Toronto Raptors,223.5,4.0,-174,146,227,7
1147,2023-03-31,Washington Wizards,Orlando Magic,224.5,-5.0,180,-215,225,-7
1148,2023-03-31,Charlotte Hornets,Chicago Bulls,223.5,-11.5,450,-600,212,-30
1149,2023-03-31,Indiana Pacers,Oklahoma City Thunder,243.0,-6.0,188,-225,238,4
1150,2023-03-31,Brooklyn Nets,Atlanta Hawks,237.5,-3.5,132,-170,231,17
1151,2023-03-31,Cleveland Cavaliers,New York Knicks,220.0,3.5,-164,138,246,-14
1152,2023-03-31,Boston Celtics,Utah Jazz,233.0,13.0,-820,570,236,8
1153,2023-03-31,Memphis Grizzlies,Los Angeles Clippers,236.5,5.5,-210,176,202,14
1154,2023-03-31,Minnesota Timberwolves,Los Angeles Lakers,232.0,-2.0,108,-126,234,-12
1155,2023-03-31,Houston Rockets,Detroit Pistons,228.5,6.5,-240,198,236,6
1156,2023-03-31,Portland Trail Blazers,Sacramento Kings,230.0,-14.0,750,-1200,252,-24
1157,2023-03-31,Golden State Warriors,San Antonio Spurs,242.0,17.5,-2200,1040,245,15
1158,2023-03-31,Phoenix Suns,Denver Nuggets,223.5,13.5,-820,570,193,7
1159,2023-04-01,Miami Heat,Dallas Mavericks,224.5,-2.5,122,-144,251,7
1160,2023-04-01,New Orleans Pelicans,Los Angeles Clippers,227.5,4.0,-186,156,236,8
1161,2023-04-02,Charlotte Hornets,Toronto Raptors,219.0,-15.5,830,-1400,236,-20
1162,2023-04-02,Minnesota Timberwolves,Portland Trail Blazers,223.5,19.0,-3500,1400,212,-2
1163,2023-04-02,Chicago Bulls,Memphis Grizzlies,228.0,1.5,-122,104,235,21
1164,2023-04-02,Brooklyn Nets,Utah Jazz,230.5,7.5,-300,245,221,1
1165,2023-04-02,New York Knicks,Washington Wizards,221.5,11.5,-620,460,227,9
1166,2023-04-02,Sacramento Kings,San Antonio Spurs,243.5,16.0,-1350,810,276,-8
1167,2023-04-02,Orlando Magic,Detroit Pistons,226.0,11.0,-590,430,230,26
1168,2023-04-02,Atlanta Hawks,Dallas Mavericks,245.5,3.0,-154,130,262,2
1169,2023-04-02,Houston Rockets,Los Angeles Lakers,236.0,-12.0,460,-620,243,-25
1170,2023-04-02,Oklahoma City Thunder,Phoenix Suns,237.0,-5.0,172,-205,246,-10
1171,2023-04-02,Milwaukee Bucks,Philadelphia 76ers,236.0,5.0,-198,166,221,13
1172,2023-04-02,Cleveland Cavaliers,Indiana Pacers,231.0,13.5,-800,560,220,10
1173,2023-04-02,Denver Nuggets,Golden State Warriors,231.5,-4.0,146,-174,222,2
1174,2023-04-04,Detroit Pistons,Miami Heat,216.5,-14.0,730,-1150,223,-13
1175,2023-04-04,Washington Wizards,Milwaukee Bucks,230.0,-14.0,660,-1000,268,-12
1176,2023-04-04,Orlando Magic,Cleveland Cavaliers,223.0,-3.5,142,-168,230,-4
1177,2023-04-04,Charlotte Hornets,Toronto Raptors,222.5,-15.5,870,-1500,220,-20
1178,2023-04-04,Brooklyn Nets,Minnesota Timberwolves,225.0,-2.5,120,-142,209,-5
1179,2023-04-04,Memphis Grizzlies,Portland Trail Blazers,230.0,19.0,-2500,1200,228,10
1180,2023-04-04,Houston Rockets,Denver Nuggets,232.5,-11.5,440,-590,227,21
1181,2023-04-04,Philadelphia 76ers,Boston Celtics,225.5,4.5,-215,164,204,2
1182,2023-04-04,New Orleans Pelicans,Sacramento Kings,235.5,4.5,-184,154,224,-18
1183,2023-04-04,Chicago Bulls,Atlanta Hawks,227.5,6.0,-230,190,228,-18
1184,2023-04-04,Utah Jazz,Los Angeles Lakers,234.5,-11.0,450,-600,268,-2
1185,2023-04-04,Phoenix Suns,San Antonio Spurs,235.5,19.0,-2500,1200,209,21
1186,2023-04-04,Golden State Warriors,Oklahoma City Thunder,241.0,7.5,-320,260,261,11
1187,2023-04-05,Detroit Pistons,Brooklyn Nets,218.0,-11.0,410,-550,231,-15
1188,2023-04-05,Indiana Pacers,New York Knicks,229.5,-5.0,168,-200,267,-9
1189,2023-04-05,Atlanta Hawks,Washington Wizards,235.5,10.5,-590,390,250,18
1190,2023-04-05,Boston Celtics,Toronto Raptors,223.0,-2.0,102,-120,190,4
1191,2023-04-05,Milwaukee Bucks,Chicago Bulls,226.5,4.5,-225,172,197,13
1192,2023-04-05,New Orleans Pelicans,Memphis Grizzlies,226.5,6.5,-250,205,269,7
1193,2023-04-05,Dallas Mavericks,Sacramento Kings,242.5,6.0,-240,198,242,4
1194,2023-04-05,Los Angeles Clippers,Los Angeles Lakers,232.0,-2.0,102,-120,243,7
1195,2023-04-06,Orlando Magic,Cleveland Cavaliers,214.0,5.5,-225,188,212,-24
1196,2023-04-06,Philadelphia 76ers,Miami Heat,219.5,2.0,-130,110,230,-28
1197,2023-04-06,San Antonio Spurs,Portland Trail Blazers,228.0,5.5,-215,180,256,2
1198,2023-04-06,Utah Jazz,Oklahoma City Thunder,240.5,-7.0,250,-310,212,-16
1199,2023-04-06,Phoenix Suns,Denver Nuggets,222.5,13.5,-1000,560,234,4
1200,2023-04-07,Charlotte Hornets,Houston Rockets,230.5,-5.5,184,-220,221,-3
1201,2023-04-07,Washington Wizards,Miami Heat,218.0,-3.5,138,-164,222,6
1202,2023-04-07,Indiana Pacers,Detroit Pistons,233.0,6.5,-255,210,237,-7
1203,2023-04-07,Boston Celtics,Toronto Raptors,223.0,-2.0,108,-126,223,19
1204,2023-04-07,Brooklyn Nets,Orlando Magic,221.5,9.0,-430,340,185,17
1205,2023-04-07,Atlanta Hawks,Philadelphia 76ers,237.5,11.5,-700,520,267,-5
1206,2023-04-07,Milwaukee Bucks,Memphis Grizzlies,231.0,-9.0,295,-370,251,-23
1207,2023-04-07,New Orleans Pelicans,New York Knicks,223.5,8.0,-370,295,218,8
1208,2023-04-07,Dallas Mavericks,Chicago Bulls,216.5,1.5,-126,108,227,-3
1209,2023-04-07,Sacramento Kings,Golden State Warriors,234.0,-11.0,430,-590,216,-22
1210,2023-04-07,Los Angeles Lakers,Phoenix Suns,225.0,13.0,-950,640,228,14
1211,2023-04-08,Utah Jazz,Denver Nuggets,229.0,-10.0,330,-420,232,4
1212,2023-04-08,Los Angeles Clippers,Portland Trail Blazers,230.5,17.5,-2000,1040,261,11
1213,2023-04-08,San Antonio Spurs,Minnesota Timberwolves,234.0,-15.5,870,-1500,282,-20
1214,2023-04-09,Toronto Raptors,Milwaukee Bucks,221.0,3.5,-166,140,226,16
1215,2023-04-09,Boston Celtics,Atlanta Hawks,223.5,4.5,-198,166,234,6
1216,2023-04-09,Brooklyn Nets,Philadelphia 76ers,218.5,1.5,-120,-106,239,-29
1217,2023-04-09,New York Knicks,Indiana Pacers,231.5,9.5,-480,370,277,-5
1218,2023-04-09,Washington Wizards,Houston Rockets,231.0,-4.0,144,-172,223,-5
1219,2023-04-09,Cleveland Cavaliers,Charlotte Hornets,216.5,6.5,-255,210,201,-11
1220,2023-04-09,Miami Heat,Orlando Magic,217.5,5.5,-205,172,233,13
1221,2023-04-09,Chicago Bulls,Detroit Pistons,220.5,8.5,-400,285,184,22
1222,2023-04-09,Dallas Mavericks,San Antonio Spurs,232.5,4.0,-162,136,255,-21
1223,2023-04-09,Oklahoma City Thunder,Memphis Grizzlies,229.0,2.0,-126,108,215,15
1224,2023-04-09,Denver Nuggets,Sacramento Kings,229.5,-5.0,180,-215,204,14
1225,2023-04-09,Los Angeles Lakers,Utah Jazz,235.0,16.5,-1600,900,245,11
1226,2023-04-09,Portland Trail Blazers,Golden State Warriors,234.0,-17.0,980,-1800,258,-56
1227,2023-04-09,Phoenix Suns,Los Angeles Clippers,225.0,-10.0,370,-480,233,-5
1228,2023-04-09,Minnesota Timberwolves,New Orleans Pelicans,226.0,3.0,-148,126,221,5
1229,2023-04-11,Miami Heat,Atlanta Hawks,227.5,5.5,-230,190,221,-11
1230,2023-04-11,Los Angeles Lakers,Minnesota Timberwolves,233.5,8.5,-390,310,210,6
1231,2023-04-12,Toronto Raptors,Chicago Bulls,212.5,5.5,-265,200,214,-4
1232,2023-04-12,New Orleans Pelicans,Oklahoma City Thunder,226.5,5.5,-245,186,241,-5
1233,2023-04-14,Miami Heat,Chicago Bulls,209.5,5.0,-198,166,193,11
1234,2023-04-14,Minnesota Timberwolves,Oklahoma City Thunder,228.5,5.5,-240,198,215,25
1235,2023-04-15,Philadelphia 76ers,Brooklyn Nets,214.0,8.5,-375,300,222,20
1236,2023-04-15,Boston Celtics,Atlanta Hawks,231.5,10.0,-480,360,211,13
1237,2023-04-15,Cleveland Cavaliers,New York Knicks,216.0,5.0,-200,168,198,-4
1238,2023-04-15,Sacramento Kings,Golden State Warriors,237.0,1.0,-116,-102,249,3
1239,2023-04-16,Memphis Grizzlies,Los Angeles Lakers,228.5,5.0,-210,176,240,-16
1240,2023-04-16,Milwaukee Bucks,Miami Heat,221.0,9.0,-450,350,247,-13
1241,2023-04-16,Phoenix Suns,Los Angeles Clippers,225.5,8.0,-330,265,225,-5
1242,2023-04-16,Denver Nuggets,Minnesota Timberwolves,225.0,8.5,-360,290,189,29
1243,2023-04-17,Philadelphia 76ers,Brooklyn Nets,212.5,10.0,-450,350,180,12
1244,2023-04-17,Sacramento Kings,Golden State Warriors,238.5,-2.0,110,-130,220,8
1245,2023-04-18,Boston Celtics,Atlanta Hawks,230.5,10.5,-560,420,225,13
1246,2023-04-18,Cleveland Cavaliers,New York Knicks,214.0,5.5,-235,194,197,17
1247,2023-04-18,Phoenix Suns,Los Angeles Clippers,227.5,8.0,-360,290,232,14
1248,2023-04-19,Memphis Grizzlies,Los Angeles Lakers,223.0,-1.5,102,-120,196,10
1249,2023-04-19,Milwaukee Bucks,Miami Heat,216.5,5.5,-230,190,260,16
1250,2023-04-19,Denver Nuggets,Minnesota Timberwolves,222.0,8.5,-375,300,235,9
1251,2023-04-20,Brooklyn Nets,Philadelphia 76ers,210.5,-5.5,200,-265,199,-5
1252,2023-04-20,Golden State Warriors,Sacramento Kings,241.0,6.0,-255,210,211,17
1253,2023-04-20,Los Angeles Clippers,Phoenix Suns,225.5,-7.5,270,-335,253,-5
1254,2023-04-21,Atlanta Hawks,Boston Celtics,229.0,-5.5,188,-225,252,8
1255,2023-04-21,New York Knicks,Cleveland Cavaliers,211.5,1.5,-130,110,178,20
1256,2023-04-21,Minnesota Timberwolves,Denver Nuggets,222.5,-1.5,100,-118,231,-9
1257,2023-04-22,Brooklyn Nets,Philadelphia 76ers,210.5,-2.0,112,-132,184,-8
1258,2023-04-22,Los Angeles Clippers,Phoenix Suns,227.5,-8.0,275,-340,212,-12
1259,2023-04-22,Miami Heat,Milwaukee Bucks,215.0,-2.0,114,-130,220,22
1260,2023-04-22,Los Angeles Lakers,Memphis Grizzlies,222.0,4.0,-190,160,212,10
1261,2023-04-23,New York Knicks,Cleveland Cavaliers,203.5,1.5,-120,102,195,9
1262,2023-04-23,Golden State Warriors,Sacramento Kings,234.5,7.0,-300,245,251,1
1263,2023-04-23,Atlanta Hawks,Boston Celtics,231.0,-7.5,245,-300,250,-8
1264,2023-04-23,Minnesota Timberwolves,Denver Nuggets,222.5,-4.0,144,-172,222,6
1265,2023-04-24,Miami Heat,Milwaukee Bucks,217.5,-7.5,275,-340,233,5
1266,2023-04-24,Los Angeles Lakers,Memphis Grizzlies,224.5,4.5,-200,168,228,6
1267,2023-04-25,Boston Celtics,Atlanta Hawks,230.5,13.5,-1000,610,236,-2
1268,2023-04-25,Denver Nuggets,Minnesota Timberwolves,220.5,10.0,-500,385,221,3
1269,2023-04-25,Phoenix Suns,Los Angeles Clippers,225.5,12.5,-800,560,266,6
1270,2023-04-26,Cleveland Cavaliers,New York Knicks,202.5,5.5,-240,198,201,-11
1271,2023-04-26,Memphis Grizzlies,Los Angeles Lakers,222.5,4.5,-198,166,215,17
1272,2023-04-26,Milwaukee Bucks,Miami Heat,217.5,12.5,-1100,600,254,-2
1273,2023-04-26,Sacramento Kings,Golden State Warriors,233.5,-2.0,118,-138,239,-7
1274,2023-04-27,Atlanta Hawks,Boston Celtics,230.5,-9.5,340,-500,248,-8
1275,2023-04-28,Golden State Warriors,Sacramento Kings,236.5,7.0,-260,215,217,-19
1276,2023-04-28,Los Angeles Lakers,Memphis Grizzlies,219.5,4.5,-210,176,210,40
1277,2023-04-29,Denver Nuggets,Phoenix Suns,234.5,1.5,-128,100,232,18
1278,2023-04-30,New York Knicks,Miami Heat,209.5,3.5,-162,126,209,-7
1279,2023-04-30,Sacramento Kings,Golden State Warriors,229.5,1.5,-118,100,220,-20
1280,2023-05-01,Boston Celtics,Philadelphia 76ers,215.0,10.0,-520,400,234,-4
1281,2023-05-01,Denver Nuggets,Phoenix Suns,229.0,4.0,-162,136,184,10
1282,2023-05-02,New York Knicks,Miami Heat,207.5,10.0,-500,380,216,6
1283,2023-05-02,Golden State Warriors,Los Angeles Lakers,227.5,5.5,-230,176,229,-5
1284,2023-05-03,Boston Celtics,Philadelphia 76ers,213.5,11.5,-770,470,208,34
1285,2023-05-04,Golden State Warriors,Los Angeles Lakers,226.5,7.0,-275,225,227,27
1286,2023-05-05,Philadelphia 76ers,Boston Celtics,214.0,-2.5,118,-138,216,-12
1287,2023-05-05,Phoenix Suns,Denver Nuggets,224.5,3.5,-184,142,235,7
1288,2023-05-06,Miami Heat,New York Knicks,207.5,3.5,-162,136,191,19
1289,2023-05-06,Los Angeles Lakers,Golden State Warriors,229.5,3.0,-154,130,224,30
1290,2023-05-07,Philadelphia 76ers,Boston Celtics,212.5,1.5,-125,-102,231,1
1291,2023-05-07,Phoenix Suns,Denver Nuggets,226.0,1.0,-116,-102,253,5
1292,2023-05-08,Miami Heat,New York Knicks,209.5,4.0,-172,144,210,8
1293,2023-05-08,Los Angeles Lakers,Golden State Warriors,228.0,2.0,-130,110,205,3
1294,2023-05-09,Boston Celtics,Philadelphia 76ers,213.5,8.0,-330,265,218,-12
1295,2023-05-09,Denver Nuggets,Phoenix Suns,227.5,7.0,-270,220,220,16
1296,2023-05-10,New York Knicks,Miami Heat,209.5,3.5,-158,134,215,9
1297,2023-05-10,Golden State Warriors,Los Angeles Lakers,223.0,8.0,-320,260,227,15
1298,2023-05-11,Philadelphia 76ers,Boston Celtics,210.5,-2.5,116,-136,181,-9
1299,2023-05-11,Phoenix Suns,Denver Nuggets,226.0,1.5,-120,102,225,-25
1300,2023-05-12,Miami Heat,New York Knicks,204.5,6.5,-255,210,188,4
1301,2023-05-12,Los Angeles Lakers,Golden State Warriors,220.5,3.5,-178,138,223,21
1302,2023-05-14,Boston Celtics,Philadelphia 76ers,207.5,5.5,-310,230,200,24
1303,2023-05-16,Denver Nuggets,Los Angeles Lakers,236.5,15.5,-4000,1100,258,6
1304,2023-05-17,Boston Celtics,Miami Heat,207.5,7.5,-370,265,239,-7
1305,2023-05-18,Denver Nuggets,Los Angeles Lakers,225.5,5.5,-220,184,211,5
1306,2023-05-19,Boston Celtics,Miami Heat,211.5,11.5,-850,500,216,-6
1307,2023-05-20,Los Angeles Lakers,Denver Nuggets,222.5,5.5,-225,188,227,-11
1308,2023-05-21,Miami Heat,Boston Celtics,218.5,-3.5,126,-162,230,26
1309,2023-05-22,Los Angeles Lakers,Denver Nuggets,223.5,4.5,-186,144,224,-2
1310,2023-05-23,Miami Heat,Boston Celtics,219.5,-0.5,-111,-115,215,-17
1311,2023-05-25,Boston Celtics,Miami Heat,208.5,20.5,-100000,4000,207,13
1312,2023-05-27,Miami Heat,Boston Celtics,214.5,-5.5,172,-225,207,-1
1313,2023-05-29,Boston Celtics,Miami Heat,204.0,7.5,-300,245,187,-19
1314,2023-06-01,Denver Nuggets,Miami Heat,218.5,9.0,-355,285,197,11
1315,2023-06-04,Denver Nuggets,Miami Heat,216.0,8.0,-335,270,219,-3
1316,2023-06-07,Miami Heat,Denver Nuggets,213.5,-2.5,122,-156,203,-15
1317,2023-06-09,Miami Heat,Denver Nuggets,211.0,-3.0,124,-146,203,-13
1318,2023-06-12,Denver Nuggets,Miami Heat,209.5,8.0,-330,265,183,5
